timestamp,Net Electricity Consumption-kWh,Non-shiftable Load-kWh,Non-shiftable Load Electricity Consumption-kWh,Energy Production from PV-kWh
2024-01-01T00:00:00,1.5110994577407837,0.7714333534240723,0.7714333534240723,-0.0
2024-01-01T01:00:00,2.0194807052612305,0.5158833265304565,0.5158833265304565,-0.0
2024-01-01T02:00:00,2.0873775482177734,0.5030500292778015,0.5030500292778015,-0.0
2024-01-01T03:00:00,2.345247268676758,0.5359500050544739,0.5359500050544739,-0.0
2024-01-01T04:00:00,1.7773597240447998,0.5126166939735413,0.5126166939735413,-0.0
2024-01-01T05:00:00,-0.3347525894641876,0.3032166659832001,0.3032166659832001,-0.0
2024-01-01T06:00:00,0.21926207840442657,0.49578332901000977,0.49578332901000977,-0.1171999969482422
2024-01-01T07:00:00,1.259629726409912,0.9804999828338623,0.9804999828338623,-0.70575
2024-01-01T08:00:00,-1.4695910215377808,1.2995833158493042,1.2995833158493042,-1.3696666259765624
2024-01-01T09:00:00,1.3662478923797607,1.6787999868392944,1.6787999868392944,-1.9332833251953125
2024-01-01T10:00:00,-1.6391600370407104,2.184633255004883,2.184633255004883,-2.35788330078125
2024-01-01T11:00:00,0.983897864818573,2.0674166679382324,2.0674166679382324,-2.5927666015625
2024-01-01T12:00:00,-1.2175613641738892,1.0379832983016968,1.0379832983016968,-2.631783447265625
2024-01-01T13:00:00,-1.7767157554626465,0.6705166697502136,0.6705166697502136,-2.481
2024-01-01T14:00:00,-1.333714485168457,2.001166582107544,2.001166582107544,-2.153283447265625
2024-01-01T15:00:00,-2.302870035171509,1.5273966789245605,1.5273966789245605,-1.6364466552734376
2024-01-01T16:00:00,-0.9122716188430786,0.9494333267211914,0.9494333267211914,-1.0865833740234374
2024-01-01T17:00:00,1.2114654779434204,0.5188666582107544,0.5188666582107544,-0.4951499938964844
2024-01-01T18:00:00,0.056308601051568985,2.4380500316619873,2.4380500316619873,-0.12436666870117187
2024-01-01T19:00:00,1.525336742401123,1.965816617012024,1.965816617012024,-0.008550000190734864
2024-01-01T20:00:00,1.8316547870635986,1.4988833665847778,1.4988833665847778,-0.0
2024-01-01T21:00:00,2.343050718307495,2.606916666030884,2.606916666030884,-0.0
2024-01-01T22:00:00,1.2711553573608398,1.2789000272750854,1.2789000272750854,-0.0
2024-01-01T23:00:00,1.0987000465393066,1.0987000465393066,1.0987000465393066,-0.0
2024-01-02T00:00:00,1.060991644859314,1.060991644859314,1.060991644859314,-0.0
2024-01-02T01:00:00,0.30630001425743103,0.30630001425743103,0.30630001425743103,-0.0
2024-01-02T02:00:00,0.5456833243370056,0.5456833243370056,0.5456833243370056,-0.0
2024-01-02T03:00:00,0.29998332262039185,0.29998332262039185,0.29998332262039185,-0.0
2024-01-02T04:00:00,0.3336666524410248,0.3336666524410248,0.3336666524410248,-0.0
2024-01-02T05:00:00,0.33959999680519104,0.33959999680519104,0.33959999680519104,-0.0
2024-01-02T06:00:00,0.18015001714229584,0.3048500120639801,0.3048500120639801,-0.12469999694824219
2024-01-02T07:00:00,-0.18013332784175873,0.4929499924182892,0.4929499924182892,-0.6730833129882813
2024-01-02T08:00:00,-0.6600333452224731,0.6747499704360962,0.6747499704360962,-1.3347833251953125
2024-01-02T09:00:00,-0.517802894115448,0.9467666745185852,0.9467666745185852,-1.912
2024-01-02T10:00:00,-1.1918137073516846,1.4758833646774292,1.4758833646774292,-2.311316650390625
2024-01-02T11:00:00,-0.9538322687149048,1.5935167074203491,1.5935167074203491,-2.544683349609375
2024-01-02T12:00:00,-0.8247771859169006,1.7804332971572876,1.7804332971572876,-2.60514990234375
2024-01-02T13:00:00,-0.7579832077026367,1.684166669845581,1.684166669845581,-2.44214990234375
2024-01-02T14:00:00,-0.4961666464805603,1.6342166662216187,1.6342166662216187,-2.13038330078125
2024-01-02T15:00:00,0.3179333508014679,1.9771833419799805,1.9771833419799805,-1.65925
2024-01-02T16:00:00,1.0302166938781738,2.107616662979126,2.107616662979126,-1.0774000244140625
2024-01-02T17:00:00,2.180299997329712,2.672283411026001,2.672283411026001,-0.49198333740234373
2024-01-02T18:00:00,2.564033269882202,2.6897499561309814,2.6897499561309814,-0.12571666717529298
2024-01-02T19:00:00,1.413866639137268,1.4254666566848755,1.4254666566848755,-0.011600000381469727
2024-01-02T20:00:00,1.524916648864746,1.524916648864746,1.524916648864746,-0.0
2024-01-02T21:00:00,2.2620999813079834,2.2620999813079834,2.2620999813079834,-0.0
2024-01-02T22:00:00,1.225250005722046,1.225250005722046,1.225250005722046,-0.0
2024-01-02T23:00:00,0.5896333456039429,0.5896333456039429,0.5896333456039429,-0.0
2024-01-03T00:00:00,0.5639583468437195,0.5639583468437195,0.5639583468437195,-0.0
2024-01-03T01:00:00,0.5083000063896179,0.5083000063896179,0.5083000063896179,-0.0
2024-01-03T02:00:00,0.5797333121299744,0.5797333121299744,0.5797333121299744,-0.0
2024-01-03T03:00:00,0.7044500112533569,0.7044500112533569,0.7044500112533569,-0.0
2024-01-03T04:00:00,0.29589998722076416,0.29589998722076416,0.29589998722076416,-0.0
2024-01-03T05:00:00,0.5114333629608154,0.5114333629608154,0.5114333629608154,-0.0
2024-01-03T06:00:00,0.30738332867622375,0.453000009059906,0.453000009059906,-0.14561666870117188
2024-01-03T07:00:00,-0.21289995312690735,0.5249500274658203,0.5249500274658203,-0.7378499755859375
2024-01-03T08:00:00,-1.1184500455856323,0.2608333230018616,0.2608333230018616,-1.3792833251953125
2024-01-03T09:00:00,-1.3479666709899902,0.5253333449363708,0.5253333449363708,-1.873300048828125
2024-01-03T10:00:00,-1.7055000066757202,0.5239333510398865,0.5239333510398865,-2.229433349609375
2024-01-03T11:00:00,-1.8158832788467407,0.7992500066757202,0.7992500066757202,-2.61513330078125
2024-01-03T12:00:00,-2.0557665824890137,0.5789499878883362,0.5789499878883362,-2.634716552734375
2024-01-03T13:00:00,-1.5636498928070068,0.9283166527748108,0.9283166527748108,-2.491966552734375
2024-01-03T14:00:00,-0.6077832579612732,1.555916666984558,1.555916666984558,-2.163699951171875
2024-01-03T15:00:00,0.5155832171440125,2.1881332397460938,2.1881332397460938,-1.672550048828125
2024-01-03T16:00:00,0.8833833336830139,1.9643332958221436,1.9643332958221436,-1.080949951171875
2024-01-03T17:00:00,1.857633352279663,2.3493499755859375,2.3493499755859375,-0.4917166748046875
2024-01-03T18:00:00,1.5728416442871094,1.6856333017349243,1.6856333017349243,-0.11279166412353515
2024-01-03T19:00:00,2.9865331649780273,2.991849899291992,2.991849899291992,-0.005316666603088379
2024-01-03T20:00:00,2.1489832401275635,2.1489832401275635,2.1489832401275635,-0.0
2024-01-03T21:00:00,1.2584333419799805,1.2584333419799805,1.2584333419799805,-0.0
2024-01-03T22:00:00,1.5465500354766846,1.5465500354766846,1.5465500354766846,-0.0
2024-01-03T23:00:00,2.109466552734375,2.109466552734375,2.109466552734375,-0.0
2024-01-04T00:00:00,0.2900833189487457,0.2900833189487457,0.2900833189487457,-0.0
2024-01-04T01:00:00,0.29159998893737793,0.29159998893737793,0.29159998893737793,-0.0
2024-01-04T02:00:00,0.2924666702747345,0.2924666702747345,0.2924666702747345,-0.0
2024-01-04T03:00:00,0.33043333888053894,0.33043333888053894,0.33043333888053894,-0.0
2024-01-04T04:00:00,0.3169333338737488,0.3169333338737488,0.3169333338737488,-0.0
2024-01-04T05:00:00,0.2894499897956848,0.2894499897956848,0.2894499897956848,-0.0
2024-01-04T06:00:00,0.26686668395996094,0.30526667833328247,0.30526667833328247,-0.038400001525878906
2024-01-04T07:00:00,-0.2656833231449127,0.4100666642189026,0.4100666642189026,-0.67575
2024-01-04T08:00:00,-0.49514997005462646,0.6093500256538391,0.6093500256538391,-1.1045
2024-01-04T09:00:00,-1.169716715812683,0.41518333554267883,0.41518333554267883,-1.5849000244140625
2024-01-04T10:00:00,-1.6813833713531494,0.6172999739646912,0.6172999739646912,-2.298683349609375
2024-01-04T11:00:00,-1.6299333572387695,0.929016649723053,0.929016649723053,-2.558949951171875
2024-01-04T12:00:00,-1.678216576576233,0.9276166558265686,0.9276166558265686,-2.605833251953125
2024-01-04T13:00:00,-0.3047499656677246,2.1620166301727295,2.1620166301727295,-2.4667666015625
2024-01-04T14:00:00,0.8012332916259766,2.9556832313537598,2.9556832313537598,-2.154449951171875
2024-01-04T15:00:00,-0.269233375787735,1.40256667137146,1.40256667137146,-1.671800048828125
2024-01-04T16:00:00,0.4801333248615265,1.5429832935333252,1.5429832935333252,-1.0628499755859375
