timestamp,Net Electricity Consumption-kWh,Self Consumption-kWh,Stored energy by community- kWh,Total Solar Generation-kWh,CO2-kg_co2,Price-$
2024-01-01T00:00:00,10.55408177935282,0.0,1.0044316351413727,0.0,1.8018393539896227,2.321897990861574
2024-01-01T01:00:00,5.036342961120603,0.8148902952671051,0.0,0.0,0.7923127051488628,1.1079954505524636
2024-01-01T02:00:00,4.105317961676917,0.019998916191980243,0.0,0.0,0.6342820978985504,0.9031699447143868
2024-01-01T03:00:00,3.8875501268863673,3.327406739117578e-05,0.0,0.0,0.5868057686112191,0.8552610276169776
2024-01-01T04:00:00,5.5377834263165795,0.0,0.0,0.0,0.8407455464471596,1.218312330543835
2024-01-01T05:00:00,4.480616668955484,0.0,0.0,0.0,0.7083327219625293,0.9857356767069501
2024-01-01T06:00:00,3.878414086997509,0.0,0.025630738586187363,-0.38861666059494016,0.632486168295145,0.8532510814256966
2024-01-01T07:00:00,1.9670904278755188,0.019934605807065964,0.03130822628736496,-2.28281667137146,0.3457494378089905,0.43275988288223743
2024-01-01T08:00:00,3.7579762674868107,0.025016672909259796,0.459359347820282,-5.168716537475586,0.836099423468113,0.8267547958530486
2024-01-01T09:00:00,1.0826630890369415,0.36438720364822075,0.0,-8.676649948120117,0.6883721500635147,0.2381858490407467
2024-01-01T10:00:00,2.785205513238907,0.007189706899225712,2.836595058441162,-11.976149932861327,0.669102331623435,0.6127452123910189
2024-01-01T11:00:00,1.9021602738648653,3.106848453171551e-05,3.603141665458679,-14.467699890136718,0.5651746997318696,0.41847527246864047
2024-01-01T12:00:00,1.9694461673498154,0.0,4.815646648406982,-15.861517150878907,0.7899207435548306,0.43327816016972065
2024-01-01T13:00:00,3.1466050669550896,0.5070348381996155,4.980890049599111,-16.10888330078125,0.7641867278143764,0.6922531025484204
2024-01-01T14:00:00,0.7449018862098455,0.17339619994163513,4.429731696844101,-15.25243328857422,0.4143221229314804,0.16387842746917158
2024-01-01T15:00:00,0.4702928438782692,0.0,5.177693037316203,-13.398830139160156,0.2876583654433489,0.10346443112939596
2024-01-01T16:00:00,-2.539187556132674,0.40434715151786804,2.0191263556480408,-10.47886669921875,0.07829966582357883,-1.3711613495834172
2024-01-01T17:00:00,-2.1128887236118317,1.4412746727466583,1.94520253688097,-6.905450134277344,0.23061924427747726,-1.1409599483013153
2024-01-01T18:00:00,-0.734182558953762,5.373474895954132,0.7465086532756686,-3.233516723632812,0.13299307227134705,-0.39645862206816673
2024-01-01T19:00:00,-0.1435311809182167,5.278935074806213,0.00047039653873071074,-0.23698333072662353,0.4150368869304657,-0.07750684022903442
2024-01-01T20:00:00,3.7259980142116547,5.006052173557691,0.0,0.0,1.1812616884708405,2.012038916349411
2024-01-01T21:00:00,10.239583849906921,3.3997831232845783,0.0,0.0,2.815038412809372,2.2527084201574326
2024-01-01T22:00:00,8.791079968214035,1.0640366699080914,0.0,0.0,2.194531038403511,1.9340375885367393
2024-01-01T23:00:00,8.091305047273636,0.1072784613352269,0.0,0.0,1.7645613998174667,1.7800870798528194
2024-01-02T00:00:00,10.365388691425323,0.5010079741477966,0.4860633611679077,0.0,2.0817719399929047,2.2803855240345
2024-01-02T01:00:00,4.753645598888397,1.0553877353668213,0.0,0.0,0.9503969103097916,1.0458020363003016
2024-01-02T02:00:00,5.232759207487106,0.496500407345593,0.5752180218696594,0.0,0.9544112980365753,1.151207022368908
2024-01-02T03:00:00,4.120003372430801,0.6466134382135351,0.0,0.0,0.7370264790952206,0.9064007252454758
2024-01-02T04:00:00,3.7912577688694,0.8084423542022705,0.0,0.0,0.7140700072050095,0.8340767174959183
2024-01-02T05:00:00,4.042101345025003,0.012132106039643986,0.0,0.0,0.6785033643245697,0.8892623083665967
2024-01-02T06:00:00,4.0951912216842175,0.00017078346184007387,0.26706191897392273,-0.40153333902359006,0.7039946224540472,0.9009420624934137
2024-01-02T07:00:00,2.556144595146179,0.21602220515722959,0.0,-2.2312166538238527,0.5295211225748062,0.562351806089282
2024-01-02T08:00:00,1.897608146071434,0.00024169879907276481,1.121849775314331,-5.046633247375489,0.396844444796443,0.41747379116714
2024-01-02T09:00:00,2.4247783720493317,5.665784556185827e-06,0.8911338448524475,-8.557283203125,0.6754450015723705,0.5334512367844582
2024-01-02T10:00:00,2.096997130662203,0.0,3.9796136617660522,-11.720149932861329,0.47438809275627136,0.4613393568433821
2024-01-02T11:00:00,4.080284595489502,0.0,5.8951345682144165,-14.164850067138671,0.976447444409132,0.8976625800132751
2024-01-02T12:00:00,0.31962903775274754,0.0,4.589212238788605,-15.64479983520508,0.23679373785853386,0.07031839014962316
2024-01-02T13:00:00,-2.164686392992735,0.0,3.023213669657707,-15.833733337402345,0.10550291580148041,-0.47623098944313824
2024-01-02T14:00:00,-3.197702169418335,2.390331745147705,0.6554459370672703,-15.038383178710937,0.031072689220309258,-0.7034944798797369
2024-01-02T15:00:00,-0.24871499836444855,1.871986448764801,3.0385050468612462,-13.157016906738281,0.3932384178042412,-0.0547172911465168
2024-01-02T16:00:00,-1.8201353251934052,4.2529522608965635,0.00011664475459838286,-10.363233306884766,0.2744196653366089,-0.9828731864690781
2024-01-02T17:00:00,1.0015315115451813,3.80478517501615,0.0,-6.8989833984375,0.46346231549978256,0.5408270731568336
2024-01-02T18:00:00,2.6075226445682347,4.292977377772331,0.0,-3.2960666427612306,0.7475467552430928,1.408062320901081
2024-01-02T19:00:00,5.4651741348207,2.536292644746027,0.0,-0.25291666507720945,1.2529393080621958,2.951194182038307
2024-01-02T20:00:00,6.539197071621814,0.2417035847902298,0.0,0.0,1.4501328447657507,3.5311665687304767
2024-01-02T21:00:00,6.9673836204369906,0.0,0.0,0.0,1.5192210424191437,1.53282438755544
2024-01-02T22:00:00,5.9130335448265114,0.0,0.0,0.0,1.220063896835633,1.3008673846302035
2024-01-02T23:00:00,4.73085016144713,0.0,0.0,0.0,0.9113123993541077,1.0407870325381374
2024-01-03T00:00:00,4.344308615700406,0.0,0.0,0.0,0.7795667886821427,0.9557478936659507
2024-01-03T01:00:00,1.8928169917464217,0.0,0.0,0.0,0.31223752814114647,0.41641972834944774
2024-01-03T02:00:00,1.9767669153372438,0.0,0.0,0.0,0.3109482848462566,0.43488871928803263
2024-01-03T03:00:00,2.143050313846267,0.0,0.0,0.0,0.34080583139721554,0.47147106994024846
2024-01-03T04:00:00,1.694200307385131,0.0,0.0,0.0,0.2658188960055181,0.3727240548097317
2024-01-03T05:00:00,2.3636169434428282,0.0,0.0,0.0,0.3719943336926672,0.5199957251732368
2024-01-03T06:00:00,2.4750668723136187,0.0,0.0,-0.46991667222976685,0.4525503180921078,0.5445147291757166
2024-01-03T07:00:00,1.7156675979495049,0.0,0.5353339910507202,-2.436499961853027,0.4085274189710617,0.37744688242673874
2024-01-03T08:00:00,1.2595605105161667,0.0,3.4269272089004517,-5.162983367919922,0.3589710220694542,0.27710330951958895
2024-01-03T09:00:00,1.0224941968917847,0.0,3.4693773984909058,-8.304216720581055,0.4825241342186928,0.2249487116932869
2024-01-03T10:00:00,3.1394003480672836,0.0,5.106900095939636,-11.249183135986328,0.7435069940984249,0.6906680762767792
2024-01-03T11:00:00,0.8280734218424186,0.0,6.760089576244354,-14.637666534423829,0.2537068072706461,0.1821761583123589
2024-01-03T12:00:00,-2.8691531345248222,1.065509855747223,4.372006691992283,-15.922833251953124,0.47189807891845703,-0.6312136973720044
2024-01-03T13:00:00,-0.6714032553136349,0.297330766916275,3.4064777828752995,-16.20741668701172,0.2690344285219908,-0.14770870935171843
2024-01-03T14:00:00,-0.2968725338578224,2.9232194321230054,0.14579696289729327,-15.376916748046874,0.40145060420036316,-0.06531197763979435
2024-01-03T15:00:00,-1.3573001213371754,2.518718332052231,0.1631847284734249,-13.444299987792968,0.3571544657461345,-0.2986060385592282
2024-01-03T16:00:00,0.8942672610282898,2.2242419864051044,0.0009923974284902215,-10.542716796875,0.9419357404112816,0.4829043447971344
2024-01-03T17:00:00,2.1218385994434357,3.254765698697156,0.0,-7.01087908935547,1.0545023158192635,1.1457928866147995
2024-01-03T18:00:00,-1.8169660530984402,3.9000496293437648,0.0,-3.2492332611083987,0.20056423544883728,-0.9811616772785783
2024-01-03T19:00:00,0.5476330108940601,3.97505059838295,0.0,-0.20358333492279054,0.24824672751128674,0.2957218438386917
2024-01-03T20:00:00,4.212787417236967,2.7564960718154907,0.0,0.0,1.0346708092659718,2.2749053197488855
2024-01-03T21:00:00,7.526299301338199,0.03820075839757919,0.0,0.0,1.7900161864312913,1.6557858057632462
2024-01-03T22:00:00,5.772466843455199,0.0,0.0,0.0,1.239985084081562,1.2699427377466534
2024-01-03T23:00:00,6.396516860024462,0.0,0.0,0.0,1.2580995848806218,1.4072336913239898
2024-01-04T00:00:00,3.1350419824123392,0.0,0.0,0.0,0.5504632259502813,0.6897092447733897
2024-01-04T01:00:00,1.5547502943865155,0.0,0.0,0.0,0.2646996925063423,0.3420450674472413
2024-01-04T02:00:00,1.5643169889350688,0.0,0.0,0.0,0.2472935344531031,0.34414974471827264
2024-01-04T03:00:00,1.57885029925108,0.0,0.0,0.0,0.2477758957455869,0.3473470717957028
2024-01-04T04:00:00,1.5696836097876243,0.0,0.0,0.0,0.2524781182348974,0.3453303929611842
2024-01-04T05:00:00,3.84636689722538,0.0,0.0,0.0,0.6450467705726624,0.8462006933987141
2024-01-04T06:00:00,7.573833227157593,0.0,0.0,-0.18541666889190672,1.2800492122769356,1.6662432812154293
